P40529	60682	19651	0.81
P40529	64744	25082	0.79
P40529	55803	16487	0.92
P40529	90639	28074	0.93
P40529	11033	16486	0.91
Q04412	50807	2720	0.91
Q04412	55616	14987	0.91
Q04412	9744	16467	0.98
Q04412	116983	16754	0.96
Q04412	116984	16924	0.92
Q04412	64411	24097	0.92
Q04412	116985	16925	0.92
Q04412	8853	2721	0.92
Q04412	23527	16469	1.0
Q04412	116987	16922	1.0
Q04412	116988	16923	1.0
Q12482	8604	10982	0.78
Q12482	10165	10983	0.75
Q12482	83733	10988	0.64
Q12482	79751	19954	0.64
Q12482	9673	29036	0.93
P38628	5238	8907	0.86
P38090	6541	11057	1.0
P38090	6545	11062	1.0
P38090	57709	29326	1.0
P38090	84889	11061	1.0
P38090	6557	10910	0.95
P38090	284379	-	0.91
P43548	84889	11061	0.99
P43548	6541	11057	1.0
P43548	6545	11062	1.0
P43548	57709	29326	1.0
P43548	6542	11060	1.0
P43548	284379	-	0.91
P25376	6541	11057	1.0
P25376	6545	11062	1.0
P25376	57709	29326	1.0
P25376	84889	11061	1.0
P25376	8140	11063	0.95
P25376	284379	-	0.91
P43567	189	341	0.86
Q12449	10598	1189	0.86
Q12449	130872	20437	0.92
P38013	25824	9355	0.84
P52923	84883	21411	0.79
P23180	8424	964	0.81
P23180	55217	18308	0.77
P39724	388962	24415	0.81
P39724	552900	29488	0.95
P39724	51027	24263	1.0
P39724	654483	32479	0.9
P36154	130355	27017	0.84
P39721	134147	25090	0.84
P47140	5359	9092	0.81
P47140	57047	16494	0.73
P47140	57088	16497	0.64
P47140	57048	16495	0.64
P47140	389158	19952	0.46
Q04516	51706	13397	0.71
Q04516	1727	2873	0.71
Q04516	51167	20147	0.94
Q04516	51700	24376	0.61
P38266	6942	11631	0.91
Q12156	9535	4374	0.79
Q12156	2764	4373	0.76
P46680	9948	12754	0.86
P40507	84186	26209	0.96
Q12476	84186	26209	0.96
Q12476	389874	31749	0.95
Q12476	7555	13164	0.95
Q12476	85364	16230	0.91
P39010	23390	18412	0.86
P39010	54503	18413	0.77
P39010	84885	19159	0.91
P38080	22848	19679	0.81
P38080	55589	18041	0.94
P38080	347359	17080	0.91
Q12013	23390	18412	0.82
Q12013	54503	18413	0.77
Q12013	129138	25185	0.95
Q12013	84885	19159	0.91
P52893	2875	4552	0.96
P52893	84706	18062	0.82
P52893	84680	23989	0.91
P52892	84706	18062	0.84
P52892	2875	4552	0.96
P52892	84680	23989	0.91
P54114	217	404	0.91
P54114	219	407	0.91
P54114	216	402	0.6
P54114	8854	15472	0.6
P54114	220	409	0.6
P54114	223	412	0.95
P54114	10840	3978	0.91
P40047	216	402	0.84
P40047	217	404	0.96
P40047	219	407	0.95
P40047	8854	15472	0.79
P40047	220	409	0.79
P40047	10840	3978	0.93
P40047	160428	26777	0.92
P47771	217	404	0.91
P47771	8854	15472	0.6
P47771	220	409	0.6
P47771	219	407	0.91
P47771	216	402	0.6
P47771	218	405	0.95
P47771	224	403	0.95
P47771	10840	3978	0.91
P54115	8854	15472	0.79
P54115	217	404	0.98
P54115	219	407	0.98
P54115	216	402	0.74
P54115	220	409	0.74
P54115	501	877	0.95
P54115	160428	26777	0.93
P54115	10840	3978	0.93
P46367	217	404	0.96
P46367	216	402	0.82
P46367	219	407	0.95
P46367	8854	15472	0.79
P46367	220	409	0.79
P46367	160428	26777	0.92
P46367	10840	3978	0.92
Q08548	129642	25193	0.85
Q08548	154141	21579	0.77
Q08548	619373	32311	0.63
Q08548	10162	30244	0.93
Q08548	79143	15505	0.93
P50076	84920	23162	0.84
P50076	144245	31088	0.82
P53954	440138	32456	0.84
P53178	79868	30881	0.96
P53178	54726	24949	1.0
P53178	360227	-	1.0
P53730	79087	19358	0.86
P38242	199857	28287	0.84
P43636	85365	23159	0.84
P43636	440138	32456	0.91
P16661	56052	18294	0.84
P16661	200810	33721	0.93
P16661	644974	37258	0.91
P38179	10195	23056	0.84
P40350	29880	20266	0.86
P40350	8813	3005	0.95
P40350	146712	21727	0.91
Q12001	29929	23157	0.86
Q12001	79053	23161	0.95
P53868	79796	15672	0.97
P53868	91893	25110	0.96
P40351	79053	23161	0.84
P40351	29929	23157	0.95
P32789	83903	19682	0.94
P43633	83903	19682	0.91
P25335	55821	17377	0.86
P32375	1807	3013	0.96
P32375	1400	2365	0.95
P32375	1809	3015	0.95
P32375	56896	20637	0.97
P32375	10570	3016	0.97
P32375	1808	3014	0.97
P38971	6541	11057	1.0
P38971	6545	11062	1.0
P38971	57709	29326	1.0
P38971	84889	11061	1.0
P38971	284379	-	0.91
P50082	51343	24824	0.47
P22580	2166	3553	0.8
P22580	158584	26440	0.94
P53200	221143	27351	0.86
P38285	84961	24679	0.98
P38285	23194	13604	1.0
P38285	25827	13598	1.0
P38285	222235	21658	1.0
P38285	26235	13601	0.91
P15274	271	469	0.81
P15274	272	470	0.79
P15274	270	468	0.75
P14904	23549	2981	0.47
Q06497	10478	10987	0.93
Q06497	54977	26054	0.0
P53309	8301	15514	0.84
P53309	9892	14986	0.79
P38856	8301	15514	0.84
P38856	9892	14986	0.79
Q12028	164	555	0.84
Q12028	8906	556	0.82
Q12028	23431	573	0.93
P36000	162	554	0.81
P36000	163	563	0.79
P36000	10717	572	0.93
P35181	8905	560	0.86
P35181	1174	559	0.82
P35181	130340	18971	0.75
P35181	11154	575	0.93
P35181	1175	565	0.93
Q00776	8907	13667	0.86
Q00776	10053	558	0.79
Q00776	1173	564	0.93
Q00776	9179	574	0.93
Q00776	26985	569	0.93
Q00776	10947	570	0.93
Q00776	85439	30652	0.0
P38065	161	562	0.84
P38065	160	561	0.82
P27351	162	554	0.71
P27351	163	563	0.6
Q00381	1175	565	0.85
Q99186	1173	564	0.76
Q99186	85439	30652	0.95
P46682	8546	566	0.96
P46682	8120	567	0.95
Q08951	8943	568	0.84
Q08951	161	562	0.91
Q08951	23431	573	0.91
Q08951	160	561	0.91
P38153	26985	569	0.93
P38153	10053	558	0.91
P38153	10947	570	0.91
P47064	1176	2013	0.97
P47064	10239	571	0.96
P47064	348110	28782	0.95
P47064	11154	575	0.0
P53068	10393	24077	0.81
P53068	51668	25019	0.91
Q12157	51529	14452	0.83
P53886	64682	19988	0.94
P53886	730268	-	0.95
Q12440	29882	19989	0.95
Q04601	29945	19990	0.91
Q08683	51433	15713	0.96
P32454	9520	7900	0.96
P32454	51752	18173	0.61
P32454	2028	3355	0.92
P32454	29953	30748	0.92
P32454	64167	29499	0.61
P32454	4012	6656	0.61
P32454	440434	-	0.93
P32454	206338	-	0.91
P32454	290	500	0.91
P37302	7037	11763	0.91
P53940	3301	5229	0.93
P53940	55735	25570	0.93
P53940	55466	14885	0.91
P53940	5611	9439	0.91
P53940	10294	14884	0.91
P53940	7266	12392	0.91
P38700	8907	13667	0.95
P38700	1173	564	0.0
P38207	27301	17889	0.84
P38207	328	587	0.94
P53933	2245	3663	0.95
Q12354	10434	6737	0.84
Q12354	11313	6738	0.79
Q12354	127018	20440	0.47
Q08702	54840	15984	0.94
Q08702	11284	9154	0.92
P36973	353	626	0.76
P49435	353	626	0.86
P53943	6582	10966	1.0
P53943	6581	10967	1.0
P53943	85413	20302	1.0
P53943	387775	18057	1.0
P53943	116085	17989	1.0
P53943	387601	32935	1.0
P53943	55867	18120	1.0
P53943	114571	16261	1.0
P53943	9389	8495	1.0
P53943	55356	20301	1.0
P53943	9376	10972	1.0
P53943	6583	10968	1.0
P53943	6580	10963	1.0
P53943	6584	10969	1.0
P53943	9390	8494	1.0
P53943	9356	10970	1.0
P53943	136306	27034	0.91
P0CD91	359	634	0.98
P0CD91	358	633	0.98
P0CD91	362	638	0.98
P0CD91	361	637	0.72
P0CD91	363	639	0.97
P0CD91	4284	7103	0.97
P0CD91	343	642	0.97
P0CD91	646951	35475	1.0
P0CD91	360	636	1.0
P0CD91	366	643	1.0
P0CD91	364	640	1.0
P0CD90	362	638	0.93
P0CD90	359	634	0.93
P0CD90	363	639	0.93
P0CD90	4284	7103	0.93
P0CD90	361	637	0.93
P0CD90	343	642	0.93
P0CD90	358	633	0.93
P38115	231	381	0.91
P38115	57016	382	0.91
P38115	10327	380	0.0
Q04212	9196	6230	1.0
Q04212	7881	6228	1.0
Q04212	8514	6229	1.0
P40024	10061	71	0.86
P07347	8260	18704	0.84
P07347	84779	28125	0.84
P25628	6646	11177	0.96
P25628	8435	11178	0.96
P25628	8694	2843	0.72
P53629	6646	11177	0.96
P53629	8435	11178	0.96
P53629	8694	2843	0.76
P11076	375	652	0.82
P11076	377	654	0.79
P11076	378	655	0.94
P11076	381	658	0.91
P11076	100996709	-	0.91
P11076	100506084	32387	0.91
P19146	375	652	0.84
P19146	377	654	0.79
P19146	378	655	0.94
P19146	381	658	0.91
P19146	100996709	-	0.91
P19146	100506084	32387	0.91
P40994	382	659	0.73
P40994	51128	10535	0.95
P40994	403	694	0.93
P40994	285598	22042	0.93
P40994	132946	23592	0.93
P40994	54622	25945	0.93
P40994	402	693	0.93
P40994	377	654	0.0
P40994	375	652	0.0
Q01217	162417	17996	0.81
P18544	64902	14412	0.96
P18544	85007	28249	0.93
P18544	64850	14404	0.93
P18544	4942	8091	0.45
P00812	383	663	0.86
P00812	384	664	0.82
P00812	79814	18407	0.93
P07249	6722	11291	0.95
P53974	22848	19679	0.78
P53974	55589	18041	0.94
P53974	347359	17080	0.91
P38116	400	692	0.84
P38116	221079	23052	0.92
P38116	26225	696	0.92
P38116	403	694	0.95
P38116	84100	13210	0.93
P38116	390790	31111	0.93
Q02804	10139	662	0.86
Q02804	392509	31709	0.92
Q02804	200894	25419	0.92
P04076	435	746	0.83
P04076	27297	17888	0.97
Q06408	26061	17856	0.95
P53090	51166	17929	0.81
P38840	51166	17929	0.7
Q04549	55860	17372	0.91
P38696	10120	168	0.76
P38696	10121	167	0.7
P38696	170487	16127	0.92
P38696	71	144	0.95
P38696	284382	28494	0.93
P32381	10097	169	0.86
P32381	81569	24018	0.93
P32381	55860	17372	0.91
P47117	10096	170	0.86
P47117	57180	17256	0.82
P47117	653857	37282	0.7
P47117	440888	38677	0.91
P47117	644773	38683	0.91
P47117	647156	38678	0.91
P53946	79913	14671	0.84
P80428	51412	160	0.75
P80428	86	24124	0.69
P80428	71	144	0.95
Q12509	64431	24025	0.84
P38328	10552	703	0.84
P38328	10095	704	0.82
Q12386	93973	14672	0.86
Q12406	51412	160	0.91
Q12406	86	24124	0.91
Q12406	10120	168	0.0
Q12406	10121	167	0.0
P33204	10093	707	0.82
P33204	100526693	38830	0.97
P33204	26140	24483	0.91
P40518	81873	23366	0.8
P40518	10092	708	0.79
Q05933	10094	706	0.86
P53731	10109	705	0.84
Q06597	993	1725	0.91
Q06597	994	1726	0.91
Q06597	995	1727	0.91
Q06541	64801	29561	0.75
Q03862	5036	8550	0.72
Q06822	54584	4397	0.91
P50275	9055	9341	0.94
P32448	3861	6416	0.95
P32448	84952	25931	0.91
P32447	25842	20995	0.84
P32447	55723	20996	0.79
Q04489	54529	24910	0.86
P49089	440	753	0.8
P49090	440	753	0.83
P0CX79	374569	20123	0.9
P0CX79	374569	20123	0.9
P0CX79	374569	20123	0.95
P0CX79	374569	20123	0.9
P0CX77	374569	20123	0.9
P0CX77	374569	20123	0.9
P0CX77	374569	20123	0.95
P0CX77	374569	20123	0.9
P0CX78	374569	20123	0.9
P0CX78	374569	20123	0.9
P0CX78	374569	20123	0.95
P0CX78	374569	20123	0.9
P0CZ17	374569	20123	0.9
P0CZ17	374569	20123	0.9
P0CZ17	374569	20123	0.95
P0CZ17	374569	20123	0.9
P38986	374569	20123	0.95
Q06834	23321	15974	0.95
P35183	84816	18647	0.72
P35183	1429	2419	1.0
P35183	9540	19373	1.0
P22768	445	758	0.86
P39945	84816	18647	0.46
P39524	51761	13533	0.82
P39524	10396	13531	0.81
P39524	23200	13553	0.92
P39524	286410	13554	0.92
P39524	23250	13552	0.92
P39524	57198	13534	0.92
P39524	79895	13536	0.92
P39524	148229	13535	0.91
P39524	5205	3706	0.9
P39986	57130	24215	0.86
Q12674	57198	13534	0.95
Q12674	57194	13542	0.45
Q12674	23120	13543	0.45
Q12674	57205	13549	0.45
Q12675	5205	3706	0.94
Q12675	23120	13543	0.64
Q12675	57194	13542	0.64
Q12675	57205	13549	0.64
Q12675	148229	13535	0.92
Q12675	79895	13536	0.91
Q12675	23200	13553	0.9
Q12675	10396	13531	0.9
Q12675	286410	13554	0.9
Q12675	23250	13552	0.9
Q12675	57198	13534	0.9
Q12675	51761	13533	0.9
P38929	491	815	0.84
P38929	492	816	0.79
P38929	493	817	0.79
P38929	490	814	0.79
P40527	374868	13541	0.84
P40527	10079	13540	0.79
P16639	11101	782	0.81
P32660	5205	3706	0.94
P32660	23120	13543	0.71
P32660	57194	13542	0.71
P32660	57205	13549	0.71
P32660	10396	13531	0.93
P32660	79895	13536	0.91
P32660	23200	13553	0.9
P32660	286410	13554	0.9
P32660	23250	13552	0.9
P32660	148229	13535	0.9
P32660	57198	13534	0.9
P32660	51761	13533	0.9
P13586	27032	13211	0.86
P13586	9914	29103	0.79
P13586	488	812	0.92
P13586	487	811	0.92
P13586	489	813	0.92
P13586	477	800	0.91
P38316	9140	588	0.71
Q06410	9500	6813	0.95
P43601	26100	32225	0.96
P43601	55062	25471	0.95
P43601	11152	28912	0.64
P43601	56270	25072	0.5
Q07528	8723	11175	0.0
P53104	8408	12558	0.95
P53104	9706	13480	0.95
P53104	25989	19703	0.94
P53104	149420	18981	0.92
P53104	140901	16254	0.93
P53104	39454	FBgn0260945	0.91
Q02887	26100	32225	0.64
Q02887	55062	25471	0.64
Q02887	56270	25072	0.95
Q02887	11152	28912	0.91
P53855	55102	20187	0.95
P53855	23130	29028	0.95
Q06321	7364	12554	1.0
Q06321	167127	27266	1.0
Q06321	54578	12538	0.95
Q06321	7365	12544	0.95
P40344	64422	20962	0.84
P53867	23192	20790	0.84
P53867	84971	20789	0.79
P53867	115201	16489	0.79
P53867	84938	16040	0.75
Q12380	9474	589	0.84
P38862	10533	16935	0.86
P38182	11337	4067	0.84
P38182	11345	13291	0.95
P38182	23710	4068	0.77
P38182	440738	13353	0.94
P38182	84557	6838	0.92
P38182	643246	34390	0.93
P38182	81631	13352	0.93
P38182	23766	4069	0.91
Q12142	79065	22408	0.79
Q12142	10058	47	0.93
Q12142	285973	21899	0.93
P48016	80162	26210	0.81
P01097	93974	871	0.91
P40416	22	48	0.84
P40416	10058	47	0.92
P38110	472	795	0.94
P32453	64756	18803	0.78
P22135	91647	18802	0.79
Q12691	480	14073	0.95
Q12691	476	799	0.92
Q12691	478	801	0.92
Q12691	27032	13211	0.47
Q12691	479	13816	0.93
Q12691	495	819	0.93
Q12691	477	800	0.93
Q12691	9914	29103	0.0
P53722	91419	29452	0.81
Q01896	476	799	0.92
Q01896	480	14073	0.92
Q01896	478	801	0.92
Q01896	479	13816	0.93
Q01896	495	819	0.93
Q01896	477	800	0.93
Q01896	9914	29103	0.0
Q01896	27032	13211	0.0
Q12349	11186	9882	0.95
P13587	27032	13211	0.47
P13587	479	13816	0.93
P13587	476	799	0.93
P13587	480	14073	0.93
P13587	495	819	0.93
P13587	477	800	0.93
P13587	478	801	0.93
P13587	9914	29103	0.0
P21306	514	838	0.6
P21306	432369	34026	0.91
P00854	4508	7414	0.97
P00854	4509	7415	0.74
P30902	10476	845	0.79
P61829	517	842	0.81
P61829	518	843	0.79
P61829	516	841	0.75
P07251	498	823	0.85
P00830	506	830	0.84
Q12165	513	837	0.86
P05626	515	840	0.81
P38077	509	833	0.84
Q12233	10632	14247	0.46
Q12233	267020	13213	0.0
P09457	539	850	0.84
P38111	545	882	0.78
P38111	5591	9413	0.93
P31386	26297	17499	0.76
P31386	55920	30297	0.98
P38636	475	798	0.95
Q12067	55334	20182	0.96
Q12067	29986	17127	0.91
Q12067	29985	17128	0.91
Q12067	27173	12876	0.91
P38360	540	870	0.94
P38360	538	869	0.92
P38995	538	869	0.83
P38995	540	870	0.83
Q12500	23080	28994	0.84
Q08236	79109	18752	0.96
Q08409	21	33	1.0
Q08409	23461	35	1.0
Q08409	10349	30	1.0
Q08409	23460	36	1.0
Q08409	10350	39	1.0
Q08409	10351	38	1.0
Q08409	64241	13887	0.45
Q08409	9429	74	0.9
Q08409	64137	13884	0.9
Q08409	9619	73	0.9
Q08409	64240	13886	0.0
Q04749	79722	25681	0.92
Q04749	83992	15679	1.0
Q04749	57182	29223	1.0
Q04749	140460	17182	0.95
Q04749	50944	15474	0.91
Q04749	54522	23471	0.0
P39981	151258	26836	0.86
P39981	124565	28237	0.92
P39981	145389	19863	0.93
P39981	81539	13447	0.93
P40501	55238	25582	0.98
P40501	146167	32434	0.64
P40501	124565	28237	0.96
P40501	145389	19863	1.0
P40501	81539	13447	1.0
P40501	54407	13448	1.0
P40501	140679	11018	0.95
P47082	140679	11018	0.81
P38176	54407	13448	1.01
P38176	55238	25582	0.97
P38176	146167	32434	0.64
P38176	55089	14679	0.96
P38176	124565	28237	0.96
P38176	92745	18070	0.93
P38176	145389	19863	1.0
P38176	81539	13447	1.0
P40074	55238	25582	0.96
P40074	54407	13448	1.01
P40074	146167	32434	0.64
P40074	55089	14679	0.96
P40074	124565	28237	0.96
P40074	145389	19863	1.0
P40074	81539	13447	1.0
P40074	92745	18070	0.91
P36062	206358	18761	0.96
P36062	120103	19660	0.79
P36062	153201	18762	0.75
P36062	285641	19659	0.71
P50944	120103	19660	0.82
P50944	206358	18761	0.95
P50944	153201	18762	0.75
P50944	285641	19659	0.71
P50944	140679	11018	0.91
P40851	3416	5381	0.62
P40471	3294	5211	0.97
P40471	51181	18985	1.0
P40471	873	1548	0.91
P40471	112724	19978	0.91
P40471	201140	32423	0.91
P40471	145226	19977	0.91
P40471	874	1549	0.91
P40471	50700	14423	0.9
P40471	3028	4800	0.0
P40471	51171	23238	0.0
P41696	6667	11205	1.0
P41696	55079	13506	0.47
P41696	389549	22788	0.0
Q12128	23616	10824	0.96
Q12128	55114	18239	1.0
Q12128	9912	29096	1.0
Q12128	51291	24852	1.0
Q12128	10395	2897	1.0
Q12128	90627	19164	1.0
Q12128	392	673	0.95
Q12128	57026	30259	0.91
Q12128	9411	30207	0.91
Q12128	4649	7608	0.91
P38084	6541	11057	0.98
P38084	6545	11062	1.0
P38084	57709	29326	1.0
P38084	84889	11061	1.0
P38084	284379	-	0.91
P41815	57709	29326	1.0
P41815	6541	11057	1.0
P41815	6545	11062	1.0
P41815	84889	11061	1.0
P41815	9056	11065	1.0
P41815	11136	11067	1.0
P41815	8140	11063	1.0
P41815	23428	11066	1.0
P41815	9057	11064	1.0
P41815	284379	-	0.91
P12630	1510	2530	0.95
P12630	1509	2529	0.0
P12630	5972	9958	0.0
P12630	9476	13395	0.0
P22035	4602	7545	0.95
P22035	6621	11137	0.95
P22035	4603	7547	0.94
P22035	4605	7548	0.92
P22035	9988	14603	1.0
P47068	84075	20494	1.01
P47068	84106	30091	0.95
P47068	284355	32174	0.91
Q12186	7536	12950	0.86
Q12186	10656	18117	0.92
Q12186	202559	18114	0.92
Q12186	10657	18116	0.92
Q12186	9444	21100	0.92
P38891	587	977	0.86
P38891	586	976	0.82
P47176	586	976	0.84
P47176	587	977	0.84
P38772	54680	26089	0.94
P38772	9326	12309	1.0
Q01389	8621	1733	1.0
Q01389	51755	24224	1.0
Q01389	5754	9618	0.95
Q01389	10746	6854	0.93
Q01389	4215	6855	0.93
Q01389	1326	6860	0.93
Q01389	4214	6848	0.93
Q01389	80122	26249	0.46
Q06338	56647	978	0.83
P32839	617	1020	0.86
Q07442	676	1105	0.81
Q07442	6046	1103	0.73
Q07442	8019	1104	0.73
Q07442	23476	13575	0.64
Q07442	1387	2348	0.92
Q07442	2033	3373	0.92
Q07442	133957	30520	0.9
P39713	6652	11184	0.69
P39714	6652	11184	0.69
P35817	8019	1104	0.82
P35817	676	1105	0.79
P35817	6046	1103	0.73
P35817	23476	13575	0.71
P35817	1387	2348	0.92
P35817	2033	3373	0.92
P35817	133957	30520	0.9
Q02948	8678	1034	0.84
P32873	29	81	0.97
P32873	613	1014	0.96
P32873	1123	1943	1.0
P32873	23092	17073	1.0
P32873	143872	26545	1.0
P32873	1124	1944	1.0
P32873	9411	30207	1.0
P32873	79658	26099	1.0
P32873	55843	21030	1.0
P32873	343578	16226	0.95
P32873	10928	9841	0.93
P32873	201176	31813	0.91
P29366	9644	23664	0.98
P29366	285590	29242	1.0
P29366	3927	6513	0.91
P29366	10529	16932	0.91
P29366	653361	7660	0.91
P29366	4892	7988	0.91
P39011	2904	4586	0.95
P39960	613	1014	0.95
P39960	64333	14130	0.96
P39960	201176	31813	0.96
P39960	29	81	0.92
P39960	85360	25824	0.92
P39960	9743	17399	1.0
P39960	115703	23085	1.0
P39960	57584	23725	1.0
P39960	57636	29293	1.0
P39960	57514	29216	1.0
P39960	5295	8979	0.95
P39960	84144	25841	0.93
P39960	23526	17102	0.91
P39960	55843	21030	0.91
P39960	51291	24852	0.91
P39960	94134	16348	0.91
P39960	9411	30207	0.91
P22804	10282	14562	0.75
P22804	51272	19348	0.46
